Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
875309,435910,425855,2,22-Oct-09,725,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
875309,435910,425855,2,22-Oct-09,725,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
875309,435910,425855,2,22-Oct-09,725,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Car
875409,430716,436746,2,22-Oct-09,1303,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Pedal cycle
919009,442691,428996,3,22-Oct-09,729,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,52,Car
919009,442691,428996,3,22-Oct-09,729,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,45,Car
877209,432591,430577,2,23-Oct-09,915,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Car
881209,430935,434847,1,23-Oct-09,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,33,Car
877009,434413,434383,2,24-Oct-09,1608,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
877009,434413,434383,2,24-Oct-09,1608,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,72,Other Vehicle 
878309,426136,440434,2,24-Oct-09,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Pedal cycle
873609,424024,437714,2,25-Oct-09,1240,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,32,Pedal cycle
875109,419959,441964,1,25-Oct-09,1700,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,17,Car
881909,427786,436375,2,25-Oct-09,1505,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,18,Car
881909,427786,436375,2,25-Oct-09,1505,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,18,Car
881909,427786,436375,2,25-Oct-09,1505,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,19,Car
916909,420559,441123,1,25-Oct-09,2020,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,60,Car
872109,431542,435162,2,26-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
872109,431542,435162,2,26-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Car
872109,431542,435162,2,26-Oct-09,725,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
875709,424580,435149,2,26-Oct-09,1545,A,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver,Slight,Female,22,Car
885109,431978,431223,2,26-Oct-09,615,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,33,Pedal cycle
891109,430541,431257,2,26-Oct-09,1705,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Car
891109,430541,431257,2,26-Oct-09,1705,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
892609,429169,431578,2,26-Oct-09,1830,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
893309,430028,433372,2,26-Oct-09,45,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,Pedal cycle
896209,440438,447805,2,26-Oct-09,1315,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car
930209,432058,435964,4,26-Oct-09,1816,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car
930209,432058,435964,4,26-Oct-09,1816,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car
930209,432058,435964,4,26-Oct-09,1816,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,32,Car
877309,425212,440811,2,27-Oct-09,815,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,35,Car
877309,425212,440811,2,27-Oct-09,815,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver,Slight,Male,35,Car
882909,428870,434835,2,27-Oct-09,2045,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Pedal cycle
903409,440713,428683,2,27-Oct-09,1040,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
903409,440713,428683,2,27-Oct-09,1040,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car
878809,431968,431242,2,28-Oct-09,830,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
879409,421871,436574,4,28-Oct-09,730,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car
879409,421871,436574,4,28-Oct-09,730,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
879409,421871,436574,4,28-Oct-09,730,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
882109,435484,439995,2,28-Oct-09,1200,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car
882409,431438,432700,2,28-Oct-09,1140,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Car
886509,431797,428915,2,28-Oct-09,650,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
886509,431797,428915,2,28-Oct-09,650,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car
886509,431797,428915,2,28-Oct-09,650,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
886509,431797,428915,2,28-Oct-09,650,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49,Car
891009,431859,435936,2,28-Oct-09,2042,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,19,Car
891009,431859,435936,2,28-Oct-09,2042,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Car
891009,431859,435936,2,28-Oct-09,2042,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car
891409,432099,435532,1,28-Oct-09,1700,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,38,Car
934109,430491,437138,2,28-Oct-09,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Motorcycle over 125cc and up to 500cc
881709,431678,434506,1,29-Oct-09,1050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,85,Bus or coach (17 or more passenger seats)
883609,426604,436350,2,29-Oct-09,1220,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,10,Pedal cycle
885509,430339,433735,2,29-Oct-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
885509,430339,433735,2,29-Oct-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Bus or coach (17 or more passenger seats)
885509,430339,433735,2,29-Oct-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
885509,430339,433735,2,29-Oct-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Car
885509,430339,433735,2,29-Oct-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Car
885909,429454,434906,2,29-Oct-09,925,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,34,Pedal cycle
886209,430222,435117,2,29-Oct-09,28,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,29,Car
886209,430222,435117,2,29-Oct-09,28,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Car
886209,430222,435117,2,29-Oct-09,28,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,26,Car
899409,431880,435414,1,29-Oct-09,1805,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Bus or coach (17 or more passenger seats)
1450509,436210,436844,2,29-Oct-09,659,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,41,Motorcycle over 500cc
885209,424626,434438,2,30-Oct-09,925,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,31,Car
885409,429342,433701,1,30-Oct-09,135,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,20,Car
890809,436984,433588,1,30-Oct-09,1634,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
892509,426258,429413,2,30-Oct-09,1505,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
892509,426258,429413,2,30-Oct-09,1505,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car
890009,428433,435000,2,31-Oct-09,30,Unclassified,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
890309,437310,429480,2,31-Oct-09,1415,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Motorcycle over 125cc and up to 500cc
891509,443630,437799,1,31-Oct-09,805,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Car
891809,426379,435438,2,31-Oct-09,1650,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car
891909,428958,429855,2,31-Oct-09,30,A,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Male,42,Car
893509,432519,434723,2,31-Oct-09,1727,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,36,Car
893509,432519,434723,2,31-Oct-09,1727,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,23,Motorcycle over 500cc
893909,432692,433871,2,31-Oct-09,1125,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,72,Car
894209,435705,435738,1,31-Oct-09,2345,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,22,Car
895509,439881,429903,1,31-Oct-09,1745,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,12,Car
898609,435790,425978,2,31-Oct-09,1930,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car
925709,420403,434120,2,31-Oct-09,20,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,32,Car
925709,420403,434120,2,31-Oct-09,20,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,52,Taxi/Private hire car
892209,430987,432040,2,01-Nov-09,1105,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,18,Car
908809,425227,439892,1,01-Nov-09,320,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,17,Car
936809,429098,434716,2,01-Nov-09,1100,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,19,Car
936809,429098,434716,2,01-Nov-09,1100,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,33,Taxi/Private hire car
890909,424731,434895,1,02-Nov-09,1645,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Car
893209,423013,437678,2,02-Nov-09,1720,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,60,Car
893209,423013,437678,2,02-Nov-09,1720,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car
894809,425975,434138,3,02-Nov-09,1640,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,Car
894909,424266,437307,2,02-Nov-09,1533,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
896509,432157,436142,2,02-Nov-09,2140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Pedal cycle
897609,428018,427817,1,02-Nov-09,1155,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,35,Car
897609,428018,427817,1,02-Nov-09,1155,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,2,Car
897609,428018,427817,1,02-Nov-09,1155,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,0,Car
899309,430659,434289,2,02-Nov-09,1352,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Taxi/Private hire car
900509,422596,429150,1,02-Nov-09,940,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
902809,436443,434699,1,02-Nov-09,1200,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,65,Car
896809,430988,433130,2,03-Nov-09,955,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,32,Car
898809,423343,437654,2,03-Nov-09,1710,A,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,27,Car
898809,423343,437654,2,03-Nov-09,1710,A,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,29,Car
900009,430531,437013,1,03-Nov-09,745,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,66,Car
900709,428581,432963,3,03-Nov-09,1215,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,46,Car
900709,428581,432963,3,03-Nov-09,1215,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,48,Car
900709,428581,432963,3,03-Nov-09,1215,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,46,Car
901109,430496,431167,2,03-Nov-09,957,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Car
901409,428553,427758,1,03-Nov-09,2215,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,41,Car
901409,428553,427758,1,03-Nov-09,2215,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,30,Car
901409,428553,427758,1,03-Nov-09,2215,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,30,Car
901409,428553,427758,1,03-Nov-09,2215,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,25,Car
901409,428553,427758,1,03-Nov-09,2215,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,21,Car
902509,438955,426120,2,03-Nov-09,1713,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,36,Goods vehicle 3.5 tonnes mgw and under
904609,429596,432090,4,03-Nov-09,1023,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,57,Car
