Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,
130488925,424617,435619,2,25-Nov-13,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc
130488980,428886,425985,1,27-Nov-13,1625,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,41,Motorcycle over 125cc and up to 500cc
130488991,429081,433725,1,20-Nov-13,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,19,Car
130489051,431304,429221,2,27-Nov-13,1755,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,28,Car
130489051,431304,429221,2,27-Nov-13,1755,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,39,Car
130489063,431762,434914,2,27-Nov-13,1925,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,25,Pedal cycle
130489324,429177,438565,2,27-Nov-13,2055,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,82,Car
130489581,429858,426996,2,28-Nov-13,820,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,34,Pedal cycle
130490312,430182,434363,2,28-Nov-13,1601,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,37,Motorcycle over 500cc
130490436,430817,433935,2,23-Nov-13,1720,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,63,Pedal cycle
130490471,432099,435561,1,28-Nov-13,1735,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,11,Car
130491051,426273,435798,2,29-Nov-13,755,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,43,Pedal cycle
130491088,430400,433724,1,29-Nov-13,750,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,46,Bus or coach (17 or more passenger seats)
130491799,425655,427968,1,29-Nov-13,1520,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,11,Car
130491856,423896,437277,1,29-Nov-13,855,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,6,Car
130491901,422024,434371,2,28-Nov-13,1240,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,21,Pedal cycle
130493182,419291,442232,2,30-Nov-13,1752,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,40,Car
130493182,419291,442232,2,30-Nov-13,1752,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,68,Car
130493182,419291,442232,2,30-Nov-13,1752,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,66,Car
130493182,419291,442232,2,30-Nov-13,1752,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,35,Car
130493182,419291,442232,2,30-Nov-13,1752,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,66,Car
130494815,430396,430953,2,02-Dec-13,820,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,25,Car
130495017,427575,438583,3,02-Dec-13,940,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,33,Car
130495017,427575,438583,3,02-Dec-13,940,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,33,Goods vehicle 3.5 tonnes mgw and under
130495698,427915,439808,1,29-Nov-13,1456,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,39,Pedal cycle
130496085,426235,431665,2,02-Dec-13,1830,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,24,Car
130496408,423594,435097,1,03-Dec-13,720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,76,Bus or coach (17 or more passenger seats)
130497214,440453,447694,2,03-Dec-13,1529,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,68,Pedal cycle
130497375,429439,431269,1,03-Dec-13,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,56,Car
130497410,438930,433960,2,03-Dec-13,1740,Motorway,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Female,51,Car
130497586,425484,434281,2,03-Dec-13,1950,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,36,Car
130497586,425484,434281,2,03-Dec-13,1950,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,20,Car
130497828,423869,437662,2,03-Dec-13,1320,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,43,Car
130498497,433569,432125,1,04-Dec-13,835,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,34,Goods vehicle 7.5 tonnes mgw and over
130498497,433569,432125,1,04-Dec-13,835,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Male,33,Goods vehicle 7.5 tonnes mgw and over
130498821,430206,435177,3,04-Dec-13,1610,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,78,Car
130498821,430206,435177,3,04-Dec-13,1610,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,22,Car
130499367,422111,438658,3,04-Dec-13,1100,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,71,Car
130499578,427645,427947,1,04-Dec-13,1538,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,34,Car
130499860,443418,438572,3,05-Dec-13,750,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,43,Car
130499912,425149,433326,2,04-Dec-13,1933,B,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,47,Pedal cycle
130499920,430441,436612,2,05-Dec-13,1110,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,35,Pedal cycle
130500451,434777,435050,1,05-Dec-13,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,2,Car
130500592,429853,433527,1,04-Dec-13,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
130500903,430004,438650,1,06-Dec-13,520,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,24,Car
130500906,431041,433544,2,02-Dec-13,500,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,41,Pedal cycle
130501896,425620,438009,2,06-Dec-13,1635,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Fatal,Male,17,Motorcycle over 50cc and up to 125cc
130502050,426768,438351,2,06-Dec-13,1655,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Female,47,Car
130502050,426768,438351,2,06-Dec-13,1655,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,36,Car
130502057,422860,439492,1,06-Dec-13,1930,Unclassified,Wet / Damp,Darkness: no street lighting,Raining without high winds,1,Driver,Slight,Female,22,Car
130502432,436281,436920,1,07-Dec-13,643,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,24,Car
130502700,429452,434904,1,06-Dec-13,1903,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,18,Car
130502721,433188,427621,1,06-Dec-13,1520,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,12,Taxi/Private hire car
130502763,429991,430309,2,07-Dec-13,1115,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,12,Pedal cycle
130503070,426986,433433,2,07-Dec-13,1616,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,27,Car
130503104,441253,448422,5,07-Dec-13,1725,A,Wet / Damp,Darkness: no street lighting,Fine without high winds,2,Passenger,Slight,Female,23,Car
130503155,430654,434685,1,07-Dec-13,1840,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Male,23,Car
130503188,420341,439779,2,29-Nov-13,1830,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Serious,Female,72,Car
130503589,430252,433225,1,08-Dec-13,425,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Male,21,Car
130503660,438429,440483,2,08-Dec-13,906,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,54,Car
130503660,438429,440483,2,08-Dec-13,906,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,59,Car
130503797,427569,436871,2,01-Dec-13,1140,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Pedal cycle
130503805,430816,433877,2,08-Dec-13,1100,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,37,Car
130503805,430816,433877,2,08-Dec-13,1100,A,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,18,Car
130505596,432231,433625,1,09-Dec-13,1545,A,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,46,Bus or coach (17 or more passenger seats)
130505775,428006,435409,2,09-Dec-13,1714,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,21,Car
130505775,428006,435409,2,09-Dec-13,1714,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,21,Car
130505775,428006,435409,2,09-Dec-13,1714,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,20,Car
130505914,430417,437823,2,09-Dec-13,1835,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,31,Car
130506286,436117,435542,2,07-Dec-13,1300,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,42,Car
130506865,432093,436572,2,10-Dec-13,1230,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,52,Car
130507326,419934,442843,2,08-Dec-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Car
130507326,419934,442843,2,08-Dec-13,1340,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Car
130507489,419512,442493,1,10-Dec-13,1615,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Male,54,Car
130507752,434999,438392,2,10-Dec-13,1100,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,80,Car
130507752,434999,438392,2,10-Dec-13,1100,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,82,Car
130508459,427913,441534,2,10-Dec-13,1954,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Female,23,Car
130508459,427913,441534,2,10-Dec-13,1954,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Female,42,Car
130508944,430510,433452,1,11-Dec-13,1752,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,49,Goods vehicle 3.5 tonnes mgw and under
130509298,433952,432959,2,11-Dec-13,905,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,1,Driver,Slight,Female,30,Car
130509374,429936,434301,3,12-Dec-13,710,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,48,Car
130509787,429762,430595,1,07-Dec-13,1110,A,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,25,Car
130509987,432375,434921,2,12-Dec-13,1335,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,53,Motorcycle over 500cc
130510475,419495,433634,2,12-Dec-13,1622,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,22,Goods vehicle 3.5 tonnes mgw and under
130510475,419495,433634,2,12-Dec-13,1622,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,22,Goods vehicle 3.5 tonnes mgw and under
130510495,427278,431530,1,12-Dec-13,1835,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,31,Car
130510738,434178,428678,1,13-Dec-13,125,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,1,Driver,Serious,Male,40,Car
130510957,432394,434894,2,12-Dec-13,1715,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,26,Car
130511558,430009,433379,2,04-Dec-13,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,Pedal cycle
130511872,420872,434421,3,13-Dec-13,1815,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,24,Car
130511907,419121,443415,2,13-Dec-13,1640,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Male,19,Car
130511907,419121,443415,2,13-Dec-13,1640,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Male,66,Other Vehicle 
130511907,419121,443415,2,13-Dec-13,1640,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,2,Passenger,Slight,Male,62,Car
130511915,427975,436062,2,13-Dec-13,1720,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Male,23,Taxi/Private hire car
130511915,427975,436062,2,13-Dec-13,1720,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,2,Passenger,Slight,Female,39,Taxi/Private hire car
130511921,436194,427311,1,13-Dec-13,1445,A,Wet / Damp,Daylight: street lights present,Raining without high winds,3,Pedestrian,Slight,Male,12,Car
130512003,427125,435703,3,13-Dec-13,1750,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,37,Car
130512361,428878,440027,2,13-Dec-13,2117,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Male,27,Car
130512361,428878,440027,2,13-Dec-13,2117,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Male,28,Car
130512361,428878,440027,2,13-Dec-13,2117,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,2,Passenger,Slight,Male,42,Car
130512910,429918,428008,1,14-Dec-13,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,17,Car
130513023,427853,436269,2,14-Dec-13,1540,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,22,Pedal cycle
130513265,437436,444488,2,14-Dec-13,1915,A,Wet / Damp,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Female,27,Car
130514283,434194,428418,1,15-Dec-13,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,2,Car
130514349,430801,435340,3,15-Dec-13,1800,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,36,Car
130514349,430801,435340,3,15-Dec-13,1800,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,63,Car
130514439,428445,433335,2,14-Dec-13,2318,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,29,Car
130514439,428445,433335,2,14-Dec-13,2318,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,30,Car
